Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
11581,10,7,14,5,B,K,N,B,B,E,12,H,B,20,3,C,J,N,43,8,Y,9,C,1,28,1,14,1,Y,N,E,1,6
11582,4,8,18,1,B,I,N,B,B,F,3,J,B,20,1,A,K,N,95,15,N,9,A,2,31,1,15,5,Y,N,E,4,2
11584,4,9,15,2,N,K,Y,B,D,E,3,H,B,10,1,A,K,N,43,17,N,2,A,2,37,1,12,5,Y,N,E,3,1
11585,4,15,3,2,H,C,N,B,B,D,3,B,B,15,1,A,I,N,28,8,N,10,A,1,37,1,16,6,N,N,D,1,2
11588,1,17,5,3,B,A,N,B,B,D,12,B,A,15,3,A,B,N,27,8,N,6,A,1,25,1,21,1,Y,N,C,3,3
11590,8,1,6,3,C,A,N,B,B,D,8,B,B,15,3,A,B,N,37,13,N,13,A,1,40,1,21,7,Y,N,C,1,8
11591,4,8,13,2,N,C,N,B,B,D,12,B,B,15,1,A,B,N,31,14,Y,6,B,1,28,1,19,4,N,N,A,1,1
11592,4,5,5,4,B,K,N,B,B,E,2,J,B,10,3,A,M,Y,36,8,Y,10,A,2,22,1,11,3,Y,Y,E,6,2
11594,7,8,22,3,B,H,N,B,B,D,8,B,B,15,1,A,B,N,88,17,N,11,A,3,25,1,3,4,Y,N,E,3,3
11599,5,15,8,5,N,H,N,B,B,D,8,B,B,20,1,A,B,N,25,16,N,6,A,2,25,1,7,3,Y,N,C,3,1
11601,1,13,19,2,N,H,Y,B,B,E,3,H,B,20,1,A,R,Y,62,14,N,5,B,1,37,1,3,6,Y,Y,D,1,1
11604,1,15,7,5,N,B,Y,B,B,D,8,A,B,15,1,A,E,N,38,8,N,9,A,2,40,1,22,1,Y,N,E,2,7
11605,1,7,14,4,B,K,N,B,B,E,3,H,B,10,2,A,K,N,76,9,N,13,A,2,40,1,8,4,Y,N,C,2,10
11606,5,15,17,3,N,K,N,B,B,E,12,H,B,20,1,A,N,N,24,14,N,14,A,2,28,1,25,4,N,N,A,2,7
11608,15,15,15,1,N,K,N,B,C,E,12,H,D,15,1,A,J,N,87,10,N,18,A,1,40,1,19,3,Y,N,D,1,11
11612,1,7,16,4,B,A,N,B,B,B,3,B,B,10,1,A,B,N,36,8,Y,5,B,2,28,1,10,4,Y,N,E,2,1
11616,7,6,13,6,N,A,Y,B,B,D,12,B,B,5,1,A,B,N,17,8,N,9,A,2,31,1,19,3,Y,N,E,2,7
11620,4,11,7,2,N,K,N,B,B,F,8,J,A,10,1,A,K,N,17,19,N,13,A,3,37,1,16,6,N,N,A,3,5
11623,1,17,2,1,N,B,N,B,B,B,12,B,B,15,3,A,B,N,30,8,N,4,A,2,34,1,5,4,Y,N,E,2,1
11626,1,1,15,3,C,K,N,B,B,E,7,H,B,20,1,A,R,N,38,12,N,9,A,1,40,1,21,3,Y,N,C,3,5
11627,3,19,18,3,N,H,Y,B,B,D,3,B,B,15,3,A,A,N,41,16,N,16,A,2,28,1,13,3,N,N,E,3,5
11630,2,19,10,2,N,B,N,B,B,D,12,B,B,20,3,A,A,Y,97,8,Y,14,A,1,28,1,12,4,Y,Y,C,2,4
11631,3,3,18,2,B,I,N,B,B,E,8,H,B,10,1,A,J,N,64,14,N,16,A,2,31,1,16,5,Y,N,C,2,2
11634,4,1,14,4,C,K,N,B,B,E,3,J,B,10,2,N,R,N,32,15,N,1,A,2,34,1,21,6,N,N,E,2,9
11637,1,12,6,2,N,C,N,B,B,D,3,L,B,20,1,A,I,N,46,19,N,4,B,4,34,2,4,3,N,N,A,5,1
11638,7,19,16,2,N,K,N,B,D,E,3,H,B,10,1,A,R,Y,62,13,Y,13,A,1,40,1,1,4,Y,Y,E,1,8
11640,4,9,8,1,B,H,N,B,B,D,8,B,B,20,1,A,B,N,70,14,N,8,B,5,31,1,9,4,N,N,A,6,1
11641,4,9,12,5,N,H,Y,B,B,E,3,J,C,20,1,A,K,N,60,13,N,12,B,2,40,1,11,3,Y,N,E,2,1
11642,4,9,18,6,B,I,N,B,B,F,12,H,C,10,1,A,R,N,67,15,Y,16,A,1,34,1,20,1,Y,N,E,1,1
11643,5,11,19,4,N,B,N,A,B,D,12,L,B,10,1,A,A,N,38,10,Y,12,C,2,40,1,16,5,Y,N,E,2,1
11644,1,8,9,2,B,I,N,B,B,E,2,H,B,20,1,A,R,N,96,14,N,15,A,2,40,1,20,5,Y,N,E,2,4
11645,1,4,8,2,N,K,N,B,B,E,8,J,D,20,3,A,R,N,69,11,N,15,A,2,25,1,20,7,Y,N,C,2,6
11648,4,8,5,3,N,A,Y,B,B,C,2,B,B,20,1,A,B,Y,78,10,N,6,A,1,34,1,17,3,Y,Y,E,1,4
11650,14,13,17,5,N,K,Y,B,B,E,3,H,B,10,1,A,N,N,49,19,N,17,A,1,22,1,1,3,Y,N,E,1,6
11651,2,6,18,2,B,J,N,B,B,E,12,N,B,10,3,A,K,N,56,8,N,17,A,2,34,1,20,4,Y,N,C,3,11
11655,5,4,15,5,C,H,Y,B,B,D,3,B,B,5,3,A,B,N,98,11,N,22,A,1,37,1,18,7,Y,N,C,1,8
11658,10,9,18,5,N,K,N,B,D,F,8,J,B,20,3,A,K,N,33,12,N,13,A,2,25,1,20,6,Y,N,E,2,6
11661,1,4,5,3,B,H,N,B,B,E,3,H,B,5,1,A,K,N,90,11,N,4,B,2,40,1,13,6,Y,N,E,2,1
11662,4,12,17,2,G,C,N,D,B,D,8,L,B,15,3,A,E,N,97,17,N,13,B,2,28,1,12,3,N,N,A,2,1
11664,1,6,16,3,E,K,N,B,D,E,7,H,B,5,1,A,N,N,96,8,N,17,A,2,40,1,19,3,Y,N,C,3,2
11665,2,6,15,2,B,A,Y,B,B,D,12,B,B,15,1,A,B,Y,86,10,Y,19,A,2,37,1,17,3,Y,Y,E,2,4
11668,2,14,16,4,B,C,N,D,B,D,12,L,B,20,1,A,I,N,42,12,Y,4,A,2,40,1,1,7,N,N,A,2,1
11669,2,18,11,7,W,A,N,B,B,D,8,A,B,20,1,A,I,N,49,8,Y,7,A,2,25,1,19,4,Y,N,E,2,5
11670,8,18,20,9,E,K,N,A,B,E,8,H,B,15,1,C,K,Y,72,20,Y,12,A,2,31,1,3,6,N,Y,A,2,4
11671,7,8,12,6,N,K,N,B,B,E,12,H,B,5,1,A,R,N,93,15,Y,14,A,1,40,1,11,4,Y,N,D,1,9
11675,7,11,20,5,N,C,N,B,B,D,12,L,B,20,1,A,A,N,45,20,Y,12,B,2,40,1,14,6,Y,N,E,2,1
11676,1,16,13,2,N,B,N,B,B,D,12,B,D,15,1,A,B,N,51,8,N,13,A,2,31,1,5,5,Y,N,E,2,3
11678,2,19,12,5,N,K,Y,B,B,E,8,H,B,20,1,A,J,N,53,12,N,12,A,2,40,1,2,6,Y,N,D,2,4
11679,8,19,19,5,N,K,Y,B,B,E,7,N,B,10,1,A,J,Y,57,13,Y,15,A,1,25,1,20,6,Y,Y,E,1,2
11680,8,4,10,5,C,A,Y,B,B,D,12,B,B,10,1,A,B,N,45,6,Y,9,B,2,40,1,4,3,Y,N,E,2,1
11682,7,6,5,3,N,K,Y,B,B,E,3,H,B,15,3,A,N,Y,93,7,N,16,C,2,40,1,19,7,Y,Y,E,2,1
11683,1,19,1,1,N,H,Y,B,B,E,8,H,B,10,2,A,R,N,26,12,Y,3,B,2,37,1,19,6,N,N,A,3,1
11686,6,6,5,2,N,K,N,B,B,E,2,H,B,20,2,A,R,N,75,7,N,5,A,1,34,1,1,2,Y,N,E,1,3
11687,1,3,18,1,E,K,N,B,D,E,12,I,B,15,2,A,K,N,75,25,N,6,A,2,22,1,1,3,Y,N,E,2,4
11688,1,18,15,2,N,H,N,B,C,E,8,H,B,20,1,C,K,N,35,9,N,12,B,2,37,1,3,2,N,N,C,2,1
11689,28,12,18,1,N,H,Y,B,B,E,2,H,B,15,1,A,N,Y,41,11,Y,15,B,1,40,1,13,6,Y,Y,E,6,10
11692,5,9,22,7,W,H,Y,B,D,D,8,B,B,10,1,A,I,N,56,17,N,10,A,2,28,1,21,7,N,N,A,2,5
11693,3,3,18,2,B,C,Y,B,B,D,3,L,B,5,1,A,B,Y,85,13,N,14,C,1,28,1,1,1,Y,Y,E,1,1
11697,4,2,22,2,N,C,N,B,B,D,12,L,B,15,1,A,I,N,74,20,N,5,A,2,37,1,18,1,Y,N,E,2,4
11699,7,5,19,5,N,K,Y,B,B,E,12,N,B,10,3,A,K,Y,74,8,N,8,C,2,37,1,5,4,N,Y,E,2,2
11701,1,6,1,1,B,I,Y,B,D,E,7,H,B,15,3,A,K,N,50,10,Y,13,A,2,40,1,9,6,Y,N,E,2,1
11702,1,18,2,1,N,K,N,B,B,E,12,I,B,15,1,A,M,N,35,8,N,5,A,2,40,1,21,4,Y,N,E,5,2
11704,1,5,5,3,C,K,Y,B,B,E,2,H,B,5,3,N,K,N,27,8,Y,9,A,2,40,1,12,1,Y,N,E,2,1
11705,11,5,19,2,N,K,N,D,B,E,3,H,B,10,1,A,K,N,91,11,Y,4,A,2,31,1,25,5,Y,N,E,2,1
11708,2,6,16,4,B,K,Y,B,B,F,7,M,B,10,1,A,N,Y,77,6,N,12,A,2,37,1,25,4,N,Y,E,2,1
11709,1,11,12,2,N,K,Y,B,B,E,3,H,B,15,2,A,R,Y,69,16,N,14,C,2,40,2,23,4,Y,Y,E,2,1
11714,5,5,15,1,B,I,Y,B,B,E,8,J,B,10,1,A,J,Y,86,9,N,22,A,2,34,1,17,5,Y,Y,C,2,2
11716,5,15,17,4,W,C,Y,D,B,B,7,B,D,10,3,A,B,Y,69,15,N,7,A,2,37,1,13,2,Y,Y,E,2,3
11717,1,6,6,1,B,K,Y,B,B,E,12,J,B,15,3,A,R,N,30,6,Y,6,A,2,31,1,1,6,Y,N,E,2,1
11718,1,17,16,2,B,A,N,B,B,D,12,B,B,10,1,A,I,N,37,7,N,11,A,2,34,1,10,6,N,N,E,2,6
11719,3,8,18,3,N,C,Y,B,B,D,12,L,B,15,1,A,E,N,61,16,Y,7,A,2,22,1,17,3,Y,N,E,4,4
11721,3,4,6,4,E,B,N,B,B,D,7,B,B,15,1,A,I,N,75,10,N,5,A,2,31,1,16,5,N,N,A,2,1
11722,6,5,13,1,E,A,N,B,D,D,12,B,B,15,3,A,B,N,64,10,N,16,A,1,40,1,7,7,Y,N,D,1,2
11724,4,7,16,4,B,I,Y,B,B,E,2,H,B,15,1,A,N,Y,99,9,N,15,A,2,34,1,11,3,Y,Y,E,2,1
11725,1,11,8,5,N,K,Y,B,B,E,3,H,B,15,1,A,K,N,59,12,Y,4,A,2,40,1,8,3,Y,N,E,2,2
11729,1,1,17,4,C,B,Y,B,B,B,3,F,B,15,2,A,A,N,31,18,N,14,B,1,40,1,21,5,N,N,E,6,3
11730,4,18,16,2,B,B,N,B,D,D,7,B,B,10,1,A,I,N,21,9,Y,2,B,2,34,1,4,1,Y,N,E,2,1
11731,10,17,20,5,N,K,N,B,B,E,12,J,B,5,3,A,K,Y,32,8,N,12,A,2,37,1,5,7,Y,Y,E,2,2
11733,4,8,7,5,B,K,N,B,B,E,3,J,B,20,1,A,N,N,59,14,N,11,A,4,22,1,21,3,N,N,E,4,2
11734,2,18,18,1,N,A,Y,D,B,D,3,L,A,15,1,A,I,N,51,7,Y,11,A,1,40,1,19,6,Y,N,C,1,10
11735,1,1,18,1,C,A,N,B,B,D,3,L,B,15,1,A,A,N,36,15,N,18,A,2,37,1,21,6,Y,N,D,2,2
11736,10,9,18,1,B,I,N,B,B,F,2,J,B,20,1,A,R,N,46,6,N,7,A,2,22,1,18,3,Y,N,E,2,1
11742,12,6,18,2,B,B,N,B,B,D,3,B,B,5,3,A,B,Y,93,10,N,19,A,2,34,1,1,7,Y,Y,E,3,12
11748,4,19,11,4,S,H,N,B,B,B,2,B,B,10,1,A,E,N,51,23,Y,15,A,2,28,1,21,2,N,N,A,2,10
11752,11,4,8,2,S,A,N,B,B,B,12,B,B,15,1,A,B,Y,76,12,N,16,A,1,37,1,25,5,Y,N,E,2,1
11753,2,16,18,2,B,K,Y,B,B,E,7,N,B,20,1,A,R,Y,56,13,Y,11,C,1,40,1,17,1,Y,Y,C,2,5
11754,2,11,24,3,N,C,N,B,B,D,8,L,B,20,1,A,E,N,25,12,N,9,C,2,40,1,18,6,N,N,D,4,1
11755,1,11,8,3,N,C,Y,B,B,D,8,L,C,15,1,A,A,N,41,13,N,22,A,1,40,1,15,4,Y,N,E,1,4
11759,4,11,17,4,N,C,N,B,B,D,2,L,B,15,1,H,I,Y,61,14,N,4,A,1,22,1,20,6,Y,Y,D,1,1
11762,1,13,12,8,N,H,N,B,B,F,2,H,B,15,1,A,K,N,38,12,N,5,B,2,40,1,17,5,Y,N,E,3,1
11764,2,11,6,4,N,C,N,B,A,D,2,L,B,10,1,A,I,Y,57,17,Y,11,C,3,31,1,18,3,Y,Y,C,3,1
11765,1,14,19,3,N,A,N,B,B,D,2,A,B,10,2,A,I,Y,71,10,Y,5,C,1,22,1,20,7,N,Y,A,1,2
11768,9,3,14,1,N,H,N,B,B,D,8,B,B,20,1,A,B,N,29,11,Y,11,B,4,34,1,13,2,Y,N,E,4,1
11769,1,15,16,2,B,I,N,B,B,E,7,H,B,10,1,A,R,N,30,10,N,17,A,2,40,1,17,6,Y,N,E,2,1
11771,2,19,19,1,N,K,N,B,B,E,8,H,B,15,1,A,K,N,18,11,Y,10,A,3,40,1,2,2,N,N,A,4,4
11772,1,18,1,1,G,K,Y,B,B,F,12,J,B,10,1,C,L,N,99,15,Y,14,C,2,31,1,1,1,Y,N,E,2,1
11775,4,16,4,3,N,K,N,B,B,E,12,H,B,5,1,A,N,Y,69,10,N,9,A,2,40,1,9,5,Y,Y,E,2,3
11776,1,7,5,3,B,A,N,B,B,D,12,B,B,10,1,A,B,Y,75,8,N,13,A,2,37,1,12,7,Y,Y,E,2,3
11777,7,4,7,2,N,A,N,B,B,D,3,A,B,20,3,A,B,N,48,10,Y,11,A,1,37,1,19,3,Y,N,E,1,3
11779,1,16,11,1,B,K,N,B,B,F,12,J,B,15,1,A,N,N,80,3,N,13,A,1,25,1,6,5,N,N,A,1,3
11780,8,11,11,3,N,K,Y,B,B,E,3,J,B,5,1,A,R,Y,79,18,Y,13,C,2,25,1,19,5,Y,Y,D,4,1
11782,8,9,19,6,N,H,Y,B,B,B,7,B,B,20,3,A,A,N,43,13,N,11,A,2,34,1,20,3,N,N,A,5,7
11783,1,2,13,1,C,A,N,B,B,D,3,B,B,15,1,A,B,N,51,15,N,15,A,2,37,1,23,3,Y,N,E,3,3
11784,5,14,13,2,N,K,Y,B,B,E,8,J,B,15,1,A,O,N,85,11,Y,11,A,1,40,1,12,6,Y,N,E,2,1
11785,4,13,20,1,B,A,Y,B,B,D,12,L,C,20,3,A,I,N,32,20,Y,3,A,2,34,1,22,1,Y,N,E,2,1
11786,1,6,5,4,B,I,Y,B,B,E,8,J,B,10,3,A,N,N,46,8,Y,12,A,1,40,1,24,6,Y,N,C,1,4
11788,1,17,1,1,N,K,Y,B,B,E,8,H,B,5,1,A,K,N,56,7,N,15,C,1,25,1,18,6,Y,N,C,1,1
11791,3,8,11,4,N,K,Y,B,B,E,8,H,B,20,1,A,R,N,93,15,Y,10,A,2,34,1,18,6,Y,N,E,3,8
11793,10,8,13,2,B,H,Y,B,A,B,3,L,B,15,3,A,B,N,60,17,N,10,A,2,40,1,17,3,Y,N,C,2,2
11794,2,4,13,6,N,A,N,B,B,D,8,B,B,15,3,A,A,N,77,9,N,15,A,1,28,1,11,4,Y,N,E,1,10
11795,5,3,15,2,N,A,Y,B,C,D,3,L,B,15,1,A,I,N,97,8,N,11,B,2,31,1,7,7,Y,N,E,2,1
11800,1,9,20,1,W,I,Y,B,B,E,12,H,D,20,3,A,R,N,32,10,Y,10,A,2,37,1,9,1,Y,N,C,2,3
11801,1,12,15,2,W,I,N,B,B,E,12,H,B,10,1,A,R,Y,70,11,N,16,A,2,31,1,2,3,Y,Y,E,2,11
11808,2,4,15,2,N,K,N,B,B,E,3,H,B,20,2,A,R,N,73,8,N,11,A,3,22,1,12,7,N,N,E,3,5
11811,1,4,9,5,N,K,Y,B,B,E,8,H,B,10,3,A,K,N,47,7,N,11,C,2,37,1,12,7,Y,N,E,2,1
11813,1,14,15,2,E,K,N,B,B,F,7,H,B,20,1,D,K,N,80,16,N,13,A,1,34,1,21,1,Y,N,B,1,1
11814,8,2,15,4,N,H,N,B,B,G,2,H,C,10,1,A,R,N,56,10,Y,15,B,2,22,1,24,6,Y,N,E,2,1
11816,2,4,12,4,C,A,Y,B,B,B,8,B,B,15,3,A,B,N,93,9,N,14,A,2,37,1,8,5,Y,N,D,2,4
11817,1,18,12,1,H,K,N,D,B,F,3,H,B,10,2,A,J,N,46,8,N,16,A,4,31,1,19,1,Y,N,E,2,1
11821,4,14,2,2,N,K,Y,B,B,E,8,H,B,15,1,A,R,Y,8,19,Y,8,C,2,40,1,25,3,Y,Y,C,2,2
11823,7,17,3,1,N,K,N,B,B,E,2,H,D,10,3,A,R,N,60,9,N,5,A,2,28,1,1,7,Y,N,D,4,3
11824,5,15,15,4,N,K,Y,B,B,E,8,H,B,20,1,A,R,N,98,14,N,22,A,2,34,1,16,5,Y,N,E,2,11
11826,1,12,8,3,E,C,N,B,B,D,12,L,B,10,1,A,I,Y,94,22,N,13,C,1,40,1,6,4,Y,Y,E,3,1
11827,2,13,13,4,N,H,N,B,B,F,3,H,B,15,1,A,R,Y,88,6,N,16,B,4,37,2,1,3,Y,Y,E,5,4
11831,2,8,6,4,N,H,Y,B,B,D,7,L,B,20,1,A,I,Y,38,13,Y,7,C,2,40,1,8,6,Y,Y,E,2,4
11833,4,7,18,1,W,B,Y,B,B,D,8,B,B,15,1,A,G,N,42,9,N,4,A,1,40,1,21,2,N,N,A,3,9
11835,1,6,18,1,B,I,Y,B,B,E,8,H,B,15,1,A,R,Y,64,7,N,18,A,1,40,1,16,7,Y,Y,E,1,2
11836,4,5,5,4,C,A,N,B,B,D,12,B,B,15,3,N,B,N,40,9,N,4,B,1,22,1,16,7,Y,N,D,1,1
11837,4,14,8,6,N,H,N,B,B,E,3,H,B,15,2,A,K,N,69,8,N,3,B,1,37,1,8,6,N,N,A,2,1
11839,4,5,1,1,C,A,N,B,B,B,7,B,B,10,1,A,B,N,42,13,N,13,A,1,40,1,20,2,Y,N,E,1,1
11840,7,15,19,1,N,K,N,B,B,E,3,H,B,10,1,A,R,N,39,11,N,6,A,1,22,1,20,7,N,N,A,1,3
11841,4,5,16,5,C,A,Y,B,B,B,3,B,B,15,1,D,B,Y,60,14,Y,6,A,2,40,1,2,6,Y,Y,E,2,4
11842,1,8,5,3,N,H,N,B,B,E,3,J,B,15,1,A,R,N,27,13,N,3,B,2,40,1,11,1,N,N,A,2,1
11844,8,14,18,7,H,H,N,B,B,D,8,B,B,20,1,A,I,N,33,15,N,12,A,2,28,1,25,7,Y,N,E,2,6
11849,4,7,1,1,B,A,Y,B,B,D,3,B,B,20,1,A,C,N,20,10,Y,3,B,2,25,1,11,3,N,N,A,3,1
11850,1,19,8,6,B,K,Y,B,D,F,12,H,B,10,1,A,K,N,41,19,N,12,A,3,22,1,6,7,N,N,A,5,4
11851,1,6,8,1,B,A,N,B,B,D,3,B,B,15,1,A,A,N,67,9,N,9,A,2,31,1,2,3,N,N,E,2,1
11852,4,16,18,2,B,J,N,B,B,E,12,H,B,15,1,A,M,N,78,6,N,22,A,1,34,1,13,5,Y,N,E,1,12
11853,1,17,6,4,B,A,Y,B,B,D,8,B,B,20,1,A,B,N,46,8,N,9,A,1,28,1,20,7,Y,N,C,2,1
11854,1,12,22,3,E,K,Y,B,B,E,2,H,B,20,2,H,J,N,74,11,N,22,A,1,40,1,2,7,Y,N,C,1,12
11855,8,7,16,1,N,K,N,B,B,E,3,H,B,20,1,A,K,N,59,8,N,17,A,1,31,1,6,7,N,N,D,1,1
11856,2,3,5,4,G,K,N,B,C,E,3,J,B,15,1,C,K,N,97,8,N,15,A,1,40,1,13,4,N,N,A,1,4
11857,7,9,8,4,B,H,Y,B,B,D,8,B,B,10,1,A,I,N,67,13,N,3,A,3,37,1,1,6,N,N,A,3,2
11858,2,8,21,2,N,H,N,B,B,F,3,J,B,20,2,A,R,N,40,18,N,3,B,2,28,1,9,3,Y,N,E,2,1
11861,1,7,18,1,B,H,N,B,B,E,8,H,B,20,1,A,R,N,28,9,Y,6,B,2,28,1,1,3,Y,N,E,2,1
11865,2,11,9,1,N,C,Y,B,D,D,7,L,B,10,1,A,A,Y,86,25,N,9,A,6,40,3,18,4,Y,Y,D,6,6
11869,1,8,3,2,W,C,Y,B,B,D,8,B,B,10,1,A,D,N,46,17,Y,6,B,2,28,1,17,7,N,N,A,5,1
11872,1,2,5,4,C,K,N,B,B,E,3,H,B,15,1,N,L,N,60,12,N,7,A,1,40,1,25,3,Y,N,E,1,4
11873,2,1,18,1,C,A,N,B,B,B,8,B,B,5,3,N,A,N,40,18,N,16,A,2,37,1,21,6,Y,N,D,2,12
11874,1,14,6,1,W,B,N,A,B,B,3,B,B,20,1,A,B,N,79,10,N,19,A,1,34,1,13,6,Y,N,C,1,11
11876,1,19,20,5,E,K,N,B,B,F,3,H,D,10,1,A,R,N,83,28,N,19,A,2,40,1,1,4,Y,N,D,3,12
11880,1,7,18,4,B,A,N,B,B,D,12,B,B,20,1,A,I,N,38,7,N,10,A,3,28,1,17,5,Y,N,E,5,6
11882,1,13,19,3,N,H,Y,B,B,E,8,J,B,15,2,A,K,N,66,18,N,3,B,2,34,1,9,6,Y,N,E,2,1
11884,3,5,18,5,S,I,Y,D,B,E,12,H,D,15,1,A,L,Y,72,7,Y,18,A,1,37,1,6,6,Y,Y,E,1,5
11886,2,3,14,6,N,A,N,B,B,D,7,B,B,10,1,A,B,N,100,9,N,17,A,1,31,1,17,5,N,N,E,1,6
11890,2,11,18,3,E,H,N,B,D,E,3,H,B,20,3,A,Q,N,52,20,N,5,B,2,40,1,20,3,N,N,A,4,1
11891,1,3,7,1,N,C,N,B,B,D,7,B,B,20,1,A,I,N,37,15,N,15,C,2,40,1,19,3,Y,N,E,2,1
11892,1,8,23,2,N,B,Y,B,B,D,3,L,B,20,3,A,D,N,82,11,N,6,A,4,40,1,4,1,Y,N,D,4,4
11898,5,1,18,3,N,A,N,B,B,D,2,F,B,5,1,A,E,N,40,12,N,3,B,2,28,1,21,6,Y,N,D,1,2
11899,1,1,13,3,C,K,Y,B,B,E,12,H,B,10,3,N,R,N,36,15,N,21,A,2,34,1,21,6,Y,N,D,2,12
11900,4,8,17,6,N,K,N,B,B,E,2,H,B,15,1,A,M,N,82,10,Y,15,A,2,40,1,17,6,Y,N,E,2,4
11902,1,12,17,4,N,A,N,B,B,D,8,B,B,20,1,A,B,N,28,14,Y,10,B,1,34,1,4,4,N,N,A,1,1
11905,5,4,7,5,N,A,Y,B,B,D,12,B,B,10,1,A,B,Y,69,4,N,7,A,2,25,1,19,1,Y,Y,E,2,1
11906,1,10,8,2,N,C,N,B,B,D,7,L,B,15,2,A,I,N,13,20,Y,8,B,2,37,1,7,1,Y,N,E,3,1
11910,5,13,19,3,N,H,Y,B,B,F,2,N,B,15,3,A,R,N,75,13,N,8,B,2,40,1,1,7,N,N,A,3,1
11911,1,12,20,5,H,C,N,B,B,D,7,L,B,10,1,A,I,N,46,16,Y,4,B,2,25,2,22,6,Y,N,E,2,1
11913,1,9,8,2,N,K,N,B,B,F,8,H,B,20,1,A,K,N,44,11,Y,8,A,3,31,1,21,3,Y,N,E,3,8
11914,1,4,6,4,N,K,N,B,B,E,2,H,B,15,1,C,K,N,94,12,N,13,A,2,37,1,1,7,Y,N,D,2,2
11915,5,4,16,1,N,K,N,B,B,F,12,H,D,15,1,A,R,Y,85,8,N,7,A,2,31,1,3,6,Y,Y,D,6,5
11916,4,15,19,2,N,C,N,B,B,D,3,B,B,15,1,A,E,N,64,10,Y,4,B,1,40,1,16,6,N,N,A,1,1
11917,3,5,10,2,B,A,Y,B,B,D,8,B,B,15,1,A,B,N,49,10,N,5,A,2,31,1,13,7,Y,N,E,2,1
11918,1,3,16,5,N,B,Y,D,B,D,12,B,B,20,1,A,B,Y,81,9,N,8,A,3,31,1,18,7,Y,Y,C,3,6
11924,4,5,18,3,N,K,N,B,B,E,12,H,B,10,1,A,R,N,58,9,N,3,A,1,37,1,17,1,Y,N,E,1,1
11927,1,8,6,4,B,C,N,B,B,B,2,B,A,10,3,A,C,N,75,16,Y,16,A,2,25,1,1,4,Y,N,C,2,5
11928,1,2,8,5,C,K,N,B,B,E,8,H,A,10,4,N,R,N,68,10,N,14,A,1,40,1,25,1,Y,N,E,1,4
11929,3,4,8,5,B,A,Y,B,B,B,12,B,B,20,3,A,B,N,92,8,N,12,A,2,34,1,16,1,Y,N,E,4,5
11931,5,8,17,5,N,H,N,B,B,D,12,B,B,20,1,A,I,Y,66,18,N,10,C,2,34,1,5,3,Y,Y,E,3,5
11932,1,18,8,5,N,B,N,B,B,D,12,A,B,15,1,A,B,N,46,6,Y,6,C,5,34,1,1,2,Y,N,C,2,1
11934,2,19,7,3,N,C,Y,B,B,D,8,B,B,15,1,A,I,N,55,21,N,9,A,2,34,1,15,1,Y,N,C,5,3
11939,10,11,22,5,N,K,Y,B,B,E,3,H,B,10,1,A,K,N,25,10,Y,16,C,1,40,2,7,7,Y,N,E,1,1
11942,13,7,18,3,B,B,N,B,D,D,2,B,B,5,2,A,A,N,25,10,N,14,A,1,37,1,5,7,Y,N,C,1,10
11943,2,13,7,1,W,C,Y,A,B,D,3,L,B,20,2,A,I,Y,51,19,Y,4,B,2,34,1,17,1,Y,Y,E,2,1
11945,3,19,21,5,N,K,N,B,B,E,3,H,B,20,1,A,R,N,88,16,N,9,A,2,40,1,22,3,Y,N,C,2,3
11946,2,12,8,4,N,C,N,B,B,C,7,B,D,10,1,A,E,N,60,20,N,9,A,2,37,1,1,6,N,N,A,4,7
11948,1,13,9,2,N,K,N,B,B,E,7,J,B,15,1,A,R,N,43,11,Y,15,A,1,37,1,17,7,Y,N,C,1,11
11949,23,19,6,1,N,K,N,B,B,E,2,H,C,20,2,A,R,N,47,14,N,17,A,2,40,1,5,3,Y,N,C,3,2
11951,4,9,19,4,E,H,N,B,D,E,12,H,B,20,1,A,K,N,74,13,Y,4,B,2,31,1,16,4,Y,N,E,2,1
11955,1,10,22,4,C,C,Y,B,B,D,8,L,B,10,3,A,I,N,31,14,Y,3,B,3,40,2,16,7,Y,N,D,5,1
11956,1,4,7,4,S,A,N,B,B,D,3,B,B,10,2,A,B,N,59,9,Y,10,A,2,40,1,25,7,Y,N,E,1,1
11957,1,9,11,7,N,H,N,B,B,D,3,B,B,20,1,A,I,N,89,13,Y,10,A,2,31,1,7,2,Y,N,E,3,8
11959,1,18,9,2,W,I,N,B,B,E,2,H,B,10,1,A,K,N,44,9,N,12,A,1,31,1,1,3,Y,N,E,2,6
11962,2,10,18,3,N,C,N,B,B,B,8,L,B,15,1,A,A,Y,86,26,N,8,A,2,25,1,17,6,Y,Y,C,3,2
11964,13,7,19,3,N,A,N,B,B,D,12,B,B,10,1,C,G,N,71,8,N,5,B,2,31,1,17,4,N,N,A,4,1
11965,1,14,7,1,N,K,Y,B,B,E,8,H,B,20,1,A,R,N,87,22,N,18,A,1,37,1,6,5,Y,N,E,1,9
